text,avg_monthly_searches,competition_level
scats traffic management system,10,UNSPECIFIED
scats traffic system,10,UNSPECIFIED
scoot adaptive traffic control,0,UNSPECIFIED
sydney coordinated adaptive traffic system,10,LOW
sydney coordinated adaptive traffic system scats,0,UNSPECIFIED
synchrogreen,10,UNSPECIFIED
hierarchical active inference models of selfhood and agency,0,UNSPECIFIED
reproducible induction of ego dissolution using sensory deprivation,0,UNSPECIFIED
frontier development of a formal language for describing nonsymbolic experiences,0,UNSPECIFIED
systemlevel control theory of mind,0,UNSPECIFIED
emergent swarm intelligence in neurons,0,UNSPECIFIED
highimpact research on complexity science,0,UNSPECIFIED
frontier exploration of the phenomenological character of abstract concepts,0,UNSPECIFIED
computational models of neural annealing for overcoming creative blocks,0,UNSPECIFIED
formal frameworks for cognitive science,0,UNSPECIFIED
empirical studies of awe and wonder,0,UNSPECIFIED
mechanistic understanding of disease,0,UNSPECIFIED
informationtheoretic measures of the complexity of selfmodels,0,UNSPECIFIED
adaptive control theory for engineering,0,UNSPECIFIED
canonical models of the thalamic gating of conscious content,0,UNSPECIFIED
empirical investigations of consciousness,0,UNSPECIFIED
validated firstperson methodologies,0,UNSPECIFIED
causal inference in public health,10,UNSPECIFIED
information geometry and its application,10,LOW
information geometry applications,10,UNSPECIFIED
statistical causal inferences and their applications in public health research,10,UNSPECIFIED
foundational research on the physical instantiation of phenomenal information,0,UNSPECIFIED
multiscale modeling of pandemics,0,UNSPECIFIED
neural temperature metrics,0,UNSPECIFIED
foundational theories of biological organization,0,UNSPECIFIED
foundational research on the physical basis of phenomenal binding,0,UNSPECIFIED
causal inference in neurophenomenal mapping,0,UNSPECIFIED
neural annealing efficiency,0,UNSPECIFIED
multiscale network medicine,0,UNSPECIFIED
foundational theories of qualia,0,UNSPECIFIED
multiscale analysis of ecological networks,0,UNSPECIFIED
validated measures of spiritual experience,0,UNSPECIFIED
information theory and its applications,0,UNSPECIFIED
hierarchical bayesian models of selfrepresentation,0,UNSPECIFIED
systemlevel network neuroscience,0,UNSPECIFIED
canonical network models of the brain,0,UNSPECIFIED
empirical studies of flow and absorption,0,UNSPECIFIED
emergent synchronization in models of phenomenal binding,0,UNSPECIFIED
peerreviewed theoretical frameworks,0,UNSPECIFIED
adaptive filtering of sensory information based on predictive models,0,UNSPECIFIED
insilico screening for novel materials,0,UNSPECIFIED
emergent oscillatory dynamics in models of conscious processing,0,UNSPECIFIED
rigorous analysis of microphenomenology,0,UNSPECIFIED
empirical validation of psychophysical isomorphisms in auditory perception,0,UNSPECIFIED
highimpact studies on neurophenomenology,0,UNSPECIFIED
quantitative comparison of the phenomenology of different spiritual traditions,0,UNSPECIFIED
peerreviewed models of brain state transitions using dynamical systems theory,0,UNSPECIFIED
reproducible results in psychology,0,UNSPECIFIED
highimpact studies on brain synchrony,0,UNSPECIFIED
causal reasoning in ai,10,UNSPECIFIED
validated models of awe and wonder,0,UNSPECIFIED
formal analysis of the computational requirements for phenomenal consciousness,0,UNSPECIFIED
canonical models of the default mode network's role in memory and prospection,0,UNSPECIFIED
causal interrogation of brainstem nuclei in valence generation,0,UNSPECIFIED
validated phenomenological reports,0,UNSPECIFIED
valencesymmetry coevolution,0,UNSPECIFIED
highimpact philosophy of neuroscience,0,UNSPECIFIED
insilico evolution of connectomes that maximize integrated information,0,UNSPECIFIED
validated computational models of druginduced synesthesia,0,UNSPECIFIED
psychedelic neuroscience,10,LOW
insilico drug discovery,10,MEDIUM
insilico medicine,260,LOW
insilico ai,10,LOW
insilico drug design,10,LOW
insilico medicine ai,10,LOW
adaptive neurostimulation paradigms optimized by reinforcement learning,0,UNSPECIFIED
canonical dmn activity,0,UNSPECIFIED
emergent order in physical systems,0,UNSPECIFIED
quantitative phenotyping of altered states,0,UNSPECIFIED
peerreviewed qualia formalism,0,UNSPECIFIED
adaptive psychometric testing,0,UNSPECIFIED
informationtheoretic measures of the complexity of the phenomenal self,0,UNSPECIFIED
frontier research on the subjective experience of nonhuman animals,0,UNSPECIFIED
reproducible machine learning in neuroscience,0,UNSPECIFIED
insilico optimization of neurostimulation protocols for mood enhancement,0,UNSPECIFIED
phenomenal field equations,0,UNSPECIFIED
peerreviewed reports on lucid dreaming,0,UNSPECIFIED
connectome harmonic power spectrum,0,UNSPECIFIED
foundational theory of consciousness based on algorithmic information theory,0,UNSPECIFIED
emergent selforganizing criticality in cortical dynamics,0,UNSPECIFIED
formal verification of autonomous systems,0,UNSPECIFIED
multiscale analysis of brain network motifs and their function,0,UNSPECIFIED
insilico search for connectome topologies supporting stable highvalence states,0,UNSPECIFIED
formal verification of software,10,LOW
black hole information and thermodynamics,0,UNSPECIFIED
formal verification in software engineering,10,UNSPECIFIED
formal verification of control system software,10,UNSPECIFIED
formally verified software,10,LOW
hardware formal verification,10,UNSPECIFIED
information theory and thermodynamics,10,UNSPECIFIED
information theory thermodynamics,10,UNSPECIFIED
thermodynamics and information theory,10,UNSPECIFIED
thalamic control of attention,0,UNSPECIFIED
causal inference on the therapeutic mechanisms of contemplative practices,0,UNSPECIFIED
formal models of reflective consciousness and metaawareness,0,UNSPECIFIED
peerreviewed validation of qualia structural realism,0,UNSPECIFIED
foundational principles of computation,0,UNSPECIFIED
reproducible psychophysical experiments measuring the grain of consciousness,0,UNSPECIFIED
latent variable modeling of behavior,0,UNSPECIFIED
dmn functional connectivity analysis,0,UNSPECIFIED
hierarchical models of motor learning,0,UNSPECIFIED
information theory of thermodynamics,0,UNSPECIFIED
canonical brain architectures,0,UNSPECIFIED
thalamic pacemaker dysrhythmia,0,UNSPECIFIED
harmonic resonance neuromodulation,0,UNSPECIFIED
mechanistic link between neural resonance and subjective time,0,UNSPECIFIED
highimpact theoretical work on the nature of phenomenal time,0,UNSPECIFIED
insilico design of connectomes for synthetic consciousness,0,UNSPECIFIED
mechanistic modeling of valenceenergy tradeoffs in cortical processing,0,UNSPECIFIED
emergent metaawareness in models of introspective agents,0,UNSPECIFIED
frontier development of personalized connectome harmonic therapies,0,UNSPECIFIED
adaptive resonance models of attentional shifting and stabilization,0,UNSPECIFIED
egomodel instability,0,UNSPECIFIED
causal identification of the neural substrates of bliss,0,UNSPECIFIED
reproducible psychophysical experiments on the integration of multisensory information,0,UNSPECIFIED
frontier research into the qualia of artificial intelligence,0,UNSPECIFIED
latent state models of psychiatric symptom fluctuation,0,UNSPECIFIED
informationtheoretic measures of cognitive control and its failures,0,UNSPECIFIED
neural annealing for creative insight,0,UNSPECIFIED
valence vector fields,0,UNSPECIFIED
empirical validation of the valencesymmetry link in moral judgments,0,UNSPECIFIED
validated models of wisdom,0,UNSPECIFIED
validated biomarkers for predicting response to antidepressant treatments,0,UNSPECIFIED
computational models of neural annealing for breaking addictive patterns,0,UNSPECIFIED
causal mapping of prefrontal control over hedonic tone,0,UNSPECIFIED
phenomenal geometry of consciousness,0,UNSPECIFIED
validated introspective access,0,UNSPECIFIED
multiscale analysis of brain entropy and cognitive flexibility,0,UNSPECIFIED
foundational principles of information processing,0,UNSPECIFIED
insilico models of social systems,0,UNSPECIFIED
adaptive learning in nonstationary environments,0,UNSPECIFIED
egomodel as a dynamical attractor,0,UNSPECIFIED
causal analysis of brain stimulation effects,0,UNSPECIFIED
systemlevel brain dynamics,0,UNSPECIFIED
latent representations of reality,0,UNSPECIFIED
causal inference studies using focused ultrasound neuromodulation,0,UNSPECIFIED
adaptive market models,0,UNSPECIFIED
foundational physics and information,0,UNSPECIFIED
foundational theories on the role of consciousness in evolutionary adaptation,0,UNSPECIFIED
reproducible neuroimaging data processing,0,UNSPECIFIED
emergent phenomena in social systems,0,UNSPECIFIED
computational models of forgiveness,0,UNSPECIFIED
latent affective variables,0,UNSPECIFIED
multicomponent analysis of thalamocortical feedback loops,0,UNSPECIFIED
systemlevel analysis of default mode network suppression,0,UNSPECIFIED
highimpact computational models of egodissolution and rebinding,0,UNSPECIFIED
thalamocortical loops,10,UNSPECIFIED
validated prediction of individual differences in meditative attainment,0,UNSPECIFIED
foundational axioms of consciousness,0,UNSPECIFIED
highvalence attractors,0,UNSPECIFIED
psychedelicinduced changes in brain entropy,0,UNSPECIFIED
computational analysis of connectome harmonic shifts in depression,0,UNSPECIFIED
insilico evolution of valence systems,0,UNSPECIFIED
hierarchical inference in perception,0,UNSPECIFIED
computational phenomenology of pain,0,UNSPECIFIED
consonancedissonance tradeoffs,0,UNSPECIFIED
reproducible consciousness research,0,UNSPECIFIED
latent features of natural language,0,UNSPECIFIED
causal manipulation of qualia,0,UNSPECIFIED
latent variable models that bridge psychological constructs and neurobiology,0,UNSPECIFIED
empirical validation of philosophical claims,0,UNSPECIFIED
emergent computational ecologies,0,UNSPECIFIED
connectome harmonic templates,0,UNSPECIFIED
rigorous validation of psychometric properties,0,UNSPECIFIED
symmetry as a valence primitive,0,UNSPECIFIED
frontier research on the qualia of plants and other simple organisms,0,UNSPECIFIED
foundational principles of sentience,0,UNSPECIFIED
reproducible results from connectomespecific harmonic wave analysis,0,UNSPECIFIED
quantitative characterization of the phenomenology of musical frisson,0,UNSPECIFIED
validated machine learning algorithms to decode dream content from eeg,0,UNSPECIFIED
rigorous validation of scientific theories,0,UNSPECIFIED
psychedelicinduced states of consciousness,0,UNSPECIFIED
foundational research on the biophysical basis of connectome harmonics,0,UNSPECIFIED
latent representations of chemical space,0,UNSPECIFIED
rigorous experimental design and analysis,0,UNSPECIFIED
hierarchical active inference models for understanding the sense of self,0,UNSPECIFIED
multiscale modeling of the human body,0,UNSPECIFIED
canonical models of brain evolution,0,UNSPECIFIED
empirical validation of symmetry principles in aesthetic experience,0,UNSPECIFIED
formal qualia axioms,0,UNSPECIFIED
informationtheoretic measures of causal influence in neural systems,0,UNSPECIFIED
empirical validation of connectome eigenmodes as endophenotypes,0,UNSPECIFIED
multiscale entropy analysis,0,UNSPECIFIED
valence computation,0,UNSPECIFIED
multiscale modeling of affective states,0,UNSPECIFIED
reproducible psychophysics,0,UNSPECIFIED
canonical models of cortical plasticity,0,UNSPECIFIED
causal inference from complex survey data,0,UNSPECIFIED
systemlevel models of brainbody interaction,0,UNSPECIFIED
empirical qualia mapping,0,UNSPECIFIED
adaptive information processing,10,LOW
adaptive information processing model,10,LOW
adaptive information processing model explained,0,UNSPECIFIED
adaptive information processing model pdf,10,UNSPECIFIED
adaptive information processing theory,10,UNSPECIFIED
aip model shapiro,10,UNSPECIFIED
aip model trauma,0,UNSPECIFIED
insilico models of personalized medicine,0,UNSPECIFIED
valence gradient descent,0,UNSPECIFIED
hierarchical models of cognition,0,UNSPECIFIED
frontier research on the explanatory gap,0,UNSPECIFIED
adaptive filtering of interoceptive signals for emotional stability,0,UNSPECIFIED
multiscale temporal integration windows for phenomenal moments,0,UNSPECIFIED
empirical validation of harmonic codes in the auditory cortex,0,UNSPECIFIED
informationtheoretic measures of the richness and diversity of qualia,0,UNSPECIFIED
latent dynamics of beliefs,0,UNSPECIFIED
peerreviewed validation of connectomespecific harmonic wave stimulation,0,UNSPECIFIED
emergent selforganization in highdimensional statespaces of consciousness,0,UNSPECIFIED
